Empresa,Ciudad,Informacion,Email,Sitio,Direccion,Telefono,Telefono2
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería el cóndor ltda.
                        ","Bogotá
                                            ","Ferreterías
                                            ","ferrecondor@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega, s.c.a,JO,Ferretería el constructor gavilanes patiño y cía. s.c.a,"Candelaria
                                            ","Ferreterías
                                            ","gavilanespatino@gmail.com  
                     "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería el fluxómetro s.a.s.
                     ","Medellín
                                            ","Ferreterías
                                            ","info@elfluxometro.com.co  
                      "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería el hidrante s.a.
                       ","Bogotá
                                            ","Ferreterías
                                            ","fhidrante@hotmail.com  
                         "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería el ingenio
                           ","Cali
                                            ","Ferreterías, Materiales para la construcción, Pinturas
                                            ","ferreingenio@emcali.net.co  
                    "
Julieth Ortega,Julieth Ortega, ,JO,"Ferretería el marfil
                             ","Tuluá
                                            ","Ferreterías
                                            ","nidialondon@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería el martillo
                                  ","Barranquilla
                                            ","Ferreterías
                                            ","ferremar@metrotel.net.co  
                      "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería el martillo ltda.
                           ","Bucaramanga
                                            ","Ferreterías
                                            ","elmartillocra33@hotmail.com  
                   "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería el nivel
                                  ","Sincelejo
                                            ","Ferreterías
                                            ","ferreteriaelnivel@hotmail.com  
                 "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería el nuevo crisol
                           ","Cartagena
                                            ","Ferreterías
                                            ","arcenioruedam@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería el palustre
                               ","Cartagena
                                            ","Artículos eléctricos, Ferreterías
                                            ","sagueso@hotmail.com  
                           "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería el pedalista
                             ","Medellín
                                            ","Ferreterías
                                            ","ferrepedalista@une.net.co  
                     "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería el pintor ltda.
                         ","Duitama
                                            ","Pinturas
                                            ","elpintor@digital-dos.com  
                      "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería el pintor ltda.
                          ","Sogamoso
                                            ","Ferreterías
                                            ","elpintor@digital-dos.com  
                      "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferreteria el punto del color ltda.
               ","Bogotá
                                            ","Ferreterías, Materiales para la construcción, Pegantes
                                            ","info@puntodelcolor.com  
                        "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería el surtidor
                          ","Cali
                                            ","Pinturas
                                            ","elsurtidorcali@yahoo.es  
                       "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería el surtidor siglo xxi
                    ","Sogamoso
                                            ","Pinturas
                                            ","surtidor.sogamoso@hotmail.com  
                 "
Julieth Ortega,Julieth Ortega, ,JO,"Ferretería el tejar - casamotor s.a.
             ","Neiva
                                            ","Ferreterías
                                            ","c.caviedes@casamotor.com  
                      "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferreteria el terminal
                            ","Bogotá
                                            ","Ferreterías
                                            ","jcgis@yahoo.com  
                               "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería el triunfo ltda.
                       ","Bogotá
                                            ","Ferreterías
                                            ","ventasftriunfo@hotmail.com  
                    "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería electrosol
                                ","Cartagena
                                            ","Candados, Ferreterías, Materiales eléctricos
                                            ","electrosolbocagrande@yahoo.es  
                 "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería empaques del pacífico
                        ","Buenaventura
                                            ","Ferreterías
                                            ","juandediost@telecom.com.co  
                    "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferreteria espa?ola y cia. ltda.
                     ","Manizales
                                            ","Ferreterías
                                            ","diradministrativamzles@ferreteriaespanola.com  
 "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería española & cía. ltda.
                    ","Medellín
                                            ","Ferreterías
                                            ","asesoresmed@ferreteriaespanola.com  
            "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería española & cía. ltda.
                  ","Bogotá
                                            ","Ferreterías
                                            ","mramirez@ferreteriaespanola.com  
               "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería estrada
                                ","Bogotá
                                            ","Ferreterías
                                            ","luiscal43@hotmail.com  
                         "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería expomármol
                                  ","Santa marta
                                            ","Materiales para la construcción
                                            ","expomarmol09@hotmail.com  
                      "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería familiar
                                 ","Medellín
                                            ","Ferreterías
                                            ","buenguajiro@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega, ,JO,"Ferretería fátima
                                ","Pasto
                                            ","Ferreterías
                                            ","ferreteriafatimapasto@hotmail.com  
             "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería ferrar s.a.
                               ","Manizales
                                            ","Ferreterías
                                            ","ferrar@une.net.co  
                             "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería ferre & servicios
                       ","Armenia
                                            ","Cajas fuertes
                                            ","clazuco@telesat.com.co  
                        "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería ferrejota
                               ","Pereira
                                            ","Impermeabilizantes
                                            ","ferrejota@yahoo.com  
                           "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería ferrevarios ltda.
                           ","Santa marta
                                            ","Ferreterías
                                            ","ferrevariosltda@hotmail.com  
                   "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería ferro mar c.i.m. s.as.
                   ","Medellín
                                            ","Ferreterías
                                            ","ferromar@une.net.co  
                           "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería ferroválvulas s.a.
                       ","Medellín
                                            ","Ferreterías
                                            ","info@ferrovalvulas.com  
                        "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferreteria garces s.a.
                              ","Caucasia
                                            ","Ferreterías
                                            ","ferrogarces@edatel.net.co  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería godoy s.a.
                             ","Ibagué
                                            ","Ferreterías, Materiales para la construcción
                                            ","comercial@ferreteriagodoy.com  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería granada s.a.
                           ","Bogotá
                                            ","Ferreterías
                                            ","fg-granada@une.net.co  
                         "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería guayaquil ltda.
                      ","Cali
                                            ","Ferreterías
                                            ","ferreteriaguayaquil@hotmail.com  
               "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería guillermo ochoa y cía. s.a.
              ","Medellín
                                            ","Ferreterías
                                            ",ferreteriago@hotmail.com - ventascomercial@une.net
Julieth Ortega,Julieth Ortega, ,JO,"Ferretería hernando narváez p y cía. ltda.
       ","Neiva
                                            ","Materiales para la construcción
                                            ","ferreterianarvaez@hotmail.com  
                 "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería herramientas y tornillos ltda.
           ","Medellín
                                            ","Ferreterías
                                            ","herrator@hotmail.com  
                          "
Julieth Ortega,Julieth Ortega,"",JO,"Ferreteria hierros y galvanizados
               ","Cali
                                            ","Ferreterías
                                            ","hierrosygalvanizados@hotmail.com  
              "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería hijos de héctor gallego meza
              ","Manizales
                                            ","Ferreterías
                                            ","fhhg@hotmail.com  
                              "
Julieth Ortega,Julieth Ortega, ,JO,"Ferretería huilense
                              ","Neiva
                                            ","Ferreterías
                                            ","ferrehuilense@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería igar ltda.
                             ","Bogotá
                                            ","Ferreterías
                                            ","figar@etb.net.co  
                              "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería ignacio sierra sucesores ltda.
            ","Cartagena
                                            ","Ferreterías
                                            ","ventas@fisltda.com  
                            "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería imacón
                                 ","Bogotá
                                            ","Ferreterías
                                            ","ferreteriaimacon@yahoo.com  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería imperial ltda.
                         ","Bogotá
                                            ","Ferreterías
                                            ","servicio.cliente@ferreteriaimperial.com  
       "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería impofer ltda.
                            ","Medellín
                                            ","Alquiler de estibas
                                            ","medellin@impofer.com  
                          "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería impoval ltda.
                          ","Bogotá
                                            ","Ferreterías
                                            ","ferreimpoval@gmail.com  
                        "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería industrial del costa s.a.s.
               ","Cartagena
                                            ","Ferreterías
                                            ","ferridelca@une.net.co  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería industrial jahurvo
                     ","Cúcuta
                                            ","Ferreterías
                                            ","jahurvo@gmail.com  
                             "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería industrial s.a.
                             ","Bucaramanga
                                            ","Ferreterías
                                            ","bucaramanga@ferreteriaindustrialsa.com  
        "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería industrial s.a.
                          ","Medellín
                                            ","Ferreterías
                                            ","medellin@fsisa.com.co  
                         "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería industrial s.a.
                              ","Barranquilla
                                            ","Ferreterías
                                            ","barranquilla@ferreteriaindustrialsa.com  
       "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería industrial s.a.
                        ","Bogotá
                                            ","Extintores, Ferreterías, Guantes
                                            ","ventas@fisa.com.co  
                            "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería inoxcobre ltda.
                        ","Bogotá
                                            ","Ferreterías
                                            ","inoxcobre@hotmail.com  
                         "
Julieth Ortega,Julieth Ortega,           ,JO,"Ferretería instrufer ltda.
                                 ","Barrancabermeja
                                            ","Ferreterías
                                            ","instrufer@une.net.co  
                          "
Julieth Ortega,Julieth Ortega, ,JO,"Ferretería interalemana
                          ","Neiva
                                            ","Ferreterías
                                            ","interalemana@interalemana.com  
                 "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería internacional ferretera ltda.
            ","Medellín
                                            ","Ferreterías
                                            ","info@interfer.com.co  
                          "
Julieth Ortega,Julieth Ortega,s ,JO,Ferretería inversiones industriales y metalúrgicas ,"Bogotá
                                            ","Ferreterías
                                            ","inverindusmeta@hotmail.com  
                    "
Julieth Ortega,Julieth Ortega, ,JO,"Ferretería j. alberto
                            ","Pasto
                                            ","Ferreterías, Materiales eléctricos, Materiales para la construcción
                                            ","jalbertojur@yahoo.es  
                          "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería juan de la r muñoz sucesor ltda.
     ","Cali
                                            ","Ferreterías
                                            ","fjuandelarosa@etb.net.co  
                      "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería julián
                                   ","Medellín
                                            ","Ferreterías
                                            ","julianferreteria@hotmail.com  
                  "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería l. lópez y cía. ltda.
                  ","Bogotá
                                            ","Ferreterías
                                            ","ferreteriallopez@hotmail.com  
                  "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería l.n. y cía. ltda.
                      ","Bogotá
                                            ","Ferreterías
                                            ","ferreterialnycia@gmail.com  
                    "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería la 17
                                   ","Pereira
                                            ","Ferreterías
                                            ","ferreagrocafetal@gmail.com  
                    "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferreteria la broca
                                ","Pereira
                                            ","Artículos eléctricos
                                            ","ferreteria.labroca@hotmail.com  
                "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería la calera ltda.
                           ","La calera
                                            ","Ferreterías
                                            ","henrycorrea230964@yahoo.es  
                    "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería la campesina
                             ","Montería
                                            ","Ferreterías
                                            ","hernandezfredy2009@hotmail.com  
                "
Julieth Ortega,Julieth Ortega,      ,JO,"Ferretería la casa del pintor
                         ","San andrés
                                            ","Ferreterías, Materiales eléctricos
                                            ","casapintor1@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería la casita
                                   ","Santa marta
                                            ","Dotaciones para baños
                                            ","distrisamaria_06@hotmail.com  
                  "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería la casita almetales ltda.
                    ","Barranquilla
                                            ","Ferreterías
                                            ","alhierroltda@metrotel.net.co  
                  "
Julieth Ortega,Julieth Ortega,      ,JO,"Ferretería la casita s.a.
                             ","Valledupar
                                            ","Ferreterías
                                            ","ventas@aceroslacasita.com  
                     "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería la chiquita
                             ","Pereira
                                            ","Ferreterías
                                            ","ferreterialachiquita@hotmail.com  
              "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería la comercial
                           ","Bogotá
                                            ","Ferreterías
                                            ","ferreterialacomercial@gmail.com  
               "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería la escuadra ltda.
                      ","Bogotá
                                            ","Ferreterías
                                            ","escuadraferreteria@hotmail.com  
                "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería la feria de la lámina ltda.
            ","Bogotá
                                            ","Ferreterías
                                            ","ferialamina@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería la feria del piso
                           ","Santa marta
                                            ","Ferreterías
                                            ","fercon1@telecom.com.co  
                        "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería la gaitana
                             ","Bogotá
                                            ","Ferreterías
                                            ","ferreteria_lagaitana@hotmail.com  
              "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería la gran pirámide
                          ","Manizales
                                            ","Ferreterías
                                            ","marthachaura@hotmail.com  
                      "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería la grande e.u.
                               ","Barranquilla
                                            ","Ferreterías
                                            ","waltersarti@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería la grata
                                 ","Medellín
                                            ","Ferreterías
                                            ","jaimegrata@hotmail.com  
                        "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería la luneta
                                ","Medellín
                                            ","Ferreterías
                                            ","andreavelez24@une.net.co  
                      "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería la milonga
                              ","Cartago
                                            ","Ferreterías
                                            ","ferremilonga08@yahoo.com  
                      "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería la pradera
                               ","Medellín
                                            ","Ferreterías
                                            ","ferreterialapradera@hotmail.com  
               "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería la puerta del sol
                           ","Santa marta
                                            ","Ferreterías, Impermeabilizantes
                                            ","ferreteriapuertadelsol@gmail.com  
              "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería la quinta
                               ","Popayán
                                            ","Ferreterías
                                            ","oromatoco@hotmail.com  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería la sierra
                              ","Bogotá
                                            ","Ferreterías
                                            ","ferreterialasierra@gmail.com  
                  "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería la sucursal
                             ","Cartago
                                            ","Ferreterías
                                            ","proceramicas@unuwud.net.co  
                    "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería la universal sas
                        ","Pereira
                                            ","Artículos eléctricos
                                            ","jaurbanito@yahoo.com.co  
                       "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería la ye
                                     ","Manizales
                                            ","Ferreterías
                                            ","cristianc07@starmedia.com  
                     "
Julieth Ortega,Julieth Ortega, ,JO,"Ferretería lámina hierros
                        ","Tuluá
                                            ","Ferreterías
                                            ","laminashierros@yahoo.es  
                       "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería las mercedes
                              ","Manizales
                                            ","Ferreterías
                                            ","lasmercedesca@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería leo
                                  ","Cali
                                            ","Ferreterías
                                            ","ferreterileo1@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería levallejo fv e hijos ltda.
           ","Cali
                                            ","Ferreterías
                                            ","levallejofv@gmail.com  
                         "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería libertad s.a.
                            ","Medellín
                                            ","Ferreterías
                                            ","flibertad@une.net.co  
                          "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería líder y/o vargas y herrera ltda.
        ","Popayán
                                            ","Ferreterías
                                            ","vargasherreraltda_flider@yahoo.es  
             "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería lima
                                    ","Pereira
                                            ","Ferreterías
                                            ","ferreterialima@hotmail.com  
                    "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería los amigos
                                  ","Santa marta
                                            ","Ferreterías
                                            ","imbersanchezrodriguez@hotmail.com  
             "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería los anjeos
                             ","Bogotá
                                            ","Ferreterías
                                            ","losanjeos@yahoo.com  
                           "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería los fierros s.a.
                         ","Medellín
                                            ","Ferreterías
                                            ","losfierros@losfierros.com.co  
                  "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería los tubos & cía. ltda.
                  ","Pereira
                                            ","Ferreterías
                                            ","ferretubos1337@yahoo.es  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería luis penagos s.a.
                      ","Bogotá
                                            ","Ferreterías
                                            ","ferreluis@etb.net.co  
                          "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería macot s.a.
                                  ","Bucaramanga
                                            ","Ferreterías
                                            ","gerencia@ferreteriamacot.com  
                  "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería mallas & gaviones ltda.
                ","Bogotá
                                            ","Ferreterías
                                            ","mallasygaviones@hotmail.com  
                   "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería mallas y anjeos
                        ","Bogotá
                                            ","Ferreterías
                                            ","mallasyanjeos@etb.net.co  
                      "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería mamut
                                  ","Bogotá
                                            ","Ferreterías, Materiales para la construcción
                                            ","ferreteria.mamut@hotmail.com  
                  "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería manizales
                                 ","Manizales
                                            ","Ferreterías, Materiales para la construcción
                                            ","ferreteriamanizales@hotmail.com  
               "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería mapa s.a.
                               ","Pereira
                                            ","Ferreterías
                                            ","ferreteriamapa@une.net.co  
                     "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería mapa s.a.
                                ","Medellín
                                            ","Ferreterías
                                            ","ferreteriamapa@une.net.co  
                     "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería mapa s.a.
                                    ","Barranquilla
                                            ","Ferreterías
                                            ","acerosmapa@une.net.co  
                         "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería mariano jaramillo
                        ","Medellín
                                            ","Materiales para la construcción
                                            ","marintonjar@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería martinica
                               ","Pereira
                                            ","Ferreterías
                                            ","martinica1234@yahoo.es  
                        "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería mego ltda.
                             ","Bogotá
                                            ","Ferreterías
                                            ","ferremego@hotmail.com  
                         "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería metálicas sya ltda.
                      ","Medellín
                                            ","Ferreterías
                                            ","metalsya@epm.net.co  
                           "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería metro cali ltda.
                     ","Cali
                                            ","Ferreterías
                                            ","f-metro@emcali.net.co  
                         "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería metropol
                                 ","Medellín
                                            ","Ferreterías
                                            ","comercializadoraw.g@gmail.com  
                 "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería metrópolis s.a.s
                             ","Barranquilla
                                            ","Cableado estructurado, Ferreterías
                                            ","asanchez@metropolis84.com  
                     "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería milán
                                        ","Buenaventura
                                            ","Ferreterías
                                            ","ferreteria-milan@hotmail.com  
                  "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería mincho
                                    ","Manizales
                                            ","Ferreterías
                                            ","johurupe@hotmail.com  
                          "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería multialambres ltda.
                    ","Bogotá
                                            ","Materiales para la construcción
                                            ","info@multialambresltda.com  
                    "
Julieth Ortega,Julieth Ortega, ,JO,"Ferretería mundial
                               ","Neiva
                                            ","Ferreterías
                                            ","mundialferre85@hotmail.com  
                    "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferreteria mundial colombia
                        ","Pereira
                                            ","Materiales para la construcción
                                            ","ferremundial@latinmail.com  
                    "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería mundial ltda.
                           ","Popayán
                                            ","Ferreterías
                                            ","ferremund@yahoo.com.mx  
                        "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería mundial y/o cristóbal quintero bueno
        ","Santa marta
                                            ","Dotaciones para baños
                                            ","ferremundial_sanramarta@hotmail.com  
           "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería nacional
                                 ","Medellín
                                            ","Ferreterías, Pegantes, Pinturas
                                            ","ferrenacional@une.net.co  
                      "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería nicholson
                              ","Bogotá
                                            ","Ferreterías
                                            ","nicholson@etb.net.co  
                          "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería nuevo milenio ltda.
                    ","Bogotá
                                            ","Ferreterías
                                            ","ferremilenio@etb.net.co  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería nurueña
                                ","Bogotá
                                            ","Drywall, Ferreterías, Materiales para la construcción, Tejas
                                            ","fenusa@fenusa.com.co  
                          "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería óptima ltda.
                                 ","Barranquilla
                                            ","Ferreterías
                                            ","ferreoptimaltda@yahoo.com.mx  
                  "
Julieth Ortega,Julieth Ortega,      ,JO,"Ferretería ornamentales del césar
                     ","Valledupar
                                            ","Ferreterías
                                            ","ornamentablesdelcesar@hotmail.com  
             "
Julieth Ortega,Julieth Ortega,      ,JO,"Ferretería ovni
                                       ","San andrés
                                            ","Ferreterías
                                            ","ovni@telecom.com.co  
                           "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería palermo
                                ","Cúcuta
                                            ","Ferreterías
                                            ","ferrepalermo@hotmail.com  
                      "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería panamericana y cía. ltda.
              ","Bogotá
                                            ","Contadores eléctricos
                                            ","ferpanamericana@etb.net.co  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería páramo
                                 ","Bogotá
                                            ","Grifería sanitaria
                                            ","ceparamo@yahoo.com  
                            "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería pasco ltda.
                            ","Bogotá
                                            ","Ferreterías
                                            ","pascoferreteria@etb.net.co  
                    "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería pasoancho ltda.
                      ","Cali
                                            ","Ferreterías
                                            ","ferreteriapasoancho@hotmail.com  
               "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería popular ltda.
                            ","Bosconia
                                            ","Ferreterías
                                            ","ferrepopular@yahoo.es  
                         "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería progresemos
                          ","Cali
                                            ","Ferreterías, Materiales eléctricos, Materiales para la construcción, Pegantes
                                            ","ventas@ferreteriaprogresemos.com.co  
           "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería progresemos
                            ","Bogotá
                                            ","Ferreterías, Materiales eléctricos, Materiales para la construcción
                                            ","bogota@ferreteriaprogresemos.com.co  
           "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferreteria protincol ltda.
                        ","Bogotá
                                            ","Ferreterías
                                            ","protincolltda@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería proyeléctrico
                            ","Medellín
                                            ","Ferreterías
                                            ","h.jj19@hotmail.com  
                            "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería ramírez z.
                             ","Bogotá
                                            ","Ferreterías
                                            ","ferreteriaramirez@hotmail.com  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería reina s.a.
                             ","Bogotá
                                            ","Ferreterías
                                            ","contabilidad@ferreteriareina.com  
              "
Julieth Ortega,Julieth Ortega,"",JO,"Ferretería reina s.a.
                           ","Cali
                                            ","Ferreterías
                                            ","cali@ferreteriareina.com  
                      "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería reina s.a.
                              ","Pereira
                                            ","Ferreterías
                                            ","pereira@ferreteriareina.com  
                   "
Julieth Ortega,Julieth Ortega,     ,JO,"Ferretería reina s.a.
                                ","Cartagena
                                            ","Ferreterías
                                            ","cartagena@ferreteriareina.com  
                 "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería reina s.a.
                                  ","Bucaramanga
                                            ","Ferreterías
                                            ","bucaramanga@ferreteriareina.com  
               "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería rhino s.a.
                             ","Bogotá
                                            ","Ferreterías
                                            ","ventas@rhino.com.co  
                           "
Julieth Ortega,Julieth Ortega,   ,JO,"Ferretería richard giraldo
                         ","Armenia
                                            ","Ferreterías, Impermeabilización, Materiales eléctricos
                                            ","richardgiraldo@yahoo.es  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería rincón & cía. ltda.
                    ","Bogotá
                                            ","Ferreterías
                                            ","ferrinco@ferrinco.com  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería rodríguez fandiño s.a.
                 ","Bogotá
                                            ","Ferreterías
                                            ","ferrofan@hotmail.com  
                          "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería rojas gonzález ltda.
                   ","Bogotá
                                            ","Ferreterías
                                            ","ventass@confeccioneslosheroes.com  
             "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería rueda y/o jaime rueda
                        ","Barranquilla
                                            ","Ferreterías, Materiales para la construcción
                                            ","ferreteriarueda@hotmail.com  
                   "
Julieth Ortega,Julieth Ortega,    ,JO,"Ferretería s.s. s.a.s
                               ","Medellín
                                            ","Ferreterías
                                            ","ferreteriass@une.net.co  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferretería safer ltda.
                            ","Bogotá
                                            ","Ferreterías
                                            ","safer93@gmail.com  
                             "
Julieth Ortega,Julieth Ortega,       ,JO,"Ferretería san francisco ltda.
                         ","Santa marta
                                            ","Dotaciones para baños
                                            ","ferre-sanfrancisco@hotmail.com  
                "
Julieth Ortega,Julieth Ortega,  ,JO,"Ferreteria san pedro ibague
                       ","Ibagué
                                            ","Ferreterías
                                            ","sampedroibague@yahoo.es  
                       "
Julieth Ortega,Julieth Ortega,        ,JO,"Ferretería san rafael
                                   ","Buenaventura
                                            ","Ferreterías
                                            ","carfolam@yahoo.com  
                            "
